LSOA code,local authority name,local authority code,All households,One person Aged 66+,One person Aged up to 65,Family: all aged 66+,Married or civil partnership couple: No children,Married or civil partnership couple: Dependent children,Married or civil partnership couple: non-dependent children,Cohabiting couple: No children,Cohabiting couple: Dependent children,Cohabiting couple: Non-dependent children,Lone parent: dependent children,Lone parent: non-dependent children,Other with dependent children,All other types,
E01003509,Newham,E09000025,783,63,146,14,45,83,29,20,39,6,154,51,51,82,
E01003511,Newham,E09000025,670,38,124,7,45,104,34,38,27,3,66,72,52,60,
E01003512,Newham,E09000025,685,61,110,14,23,79,35,25,30,7,84,58,62,97,
E01003513,Newham,E09000025,544,22,76,12,44,104,23,31,24,3,63,40,48,54,
E01003514,Newham,E09000025,524,26,75,8,25,80,28,10,24,5,88,47,58,50,
E01003515,Newham,E09000025,817,65,218,12,52,80,26,34,22,2,101,58,57,90,
E01003516,Newham,E09000025,660,47,121,5,27,87,32,18,26,10,108,69,56,54,
E01003517,Newham,E09000025,629,36,114,7,28,79,39,14,29,9,119,53,45,57,
E01003518,Newham,E09000025,570,25,79,15,42,110,28,33,24,2,57,43,57,55,
E01003519,Newham,E09000025,501,29,80,17,26,58,30,23,13,1,39,31,71,83,
E01003520,Newham,E09000025,580,52,72,22,36,123,46,5,9,1,28,36,84,66,
E01003521,Newham,E09000025,639,30,79,12,50,151,43,16,10,2,35,20,93,98,
E01003522,Newham,E09000025,536,34,53,25,22,148,42,10,12,0,34,33,66,57,
E01003523,Newham,E09000025,708,54,105,18,32,138,50,14,13,6,58,40,120,60,
E01003524,Newham,E09000025,551,36,72,11,22,148,44,7,8,3,42,25,70,63,
E01003525,Newham,E09000025,546,39,56,13,27,146,46,8,16,1,33,23,85,53,
E01003526,Newham,E09000025,481,31,46,7,24,95,39,14,17,5,30,33,86,54,
E01003527,Newham,E09000025,554,38,67,19,32,141,36,23,12,3,36,41,63,43,
E01003528,Newham,E09000025,406,27,60,6,23,95,24,3,5,2,56,38,40,27,
E01003529,Newham,E09000025,622,20,58,23,32,132,59,3,10,5,26,37,122,95,
E01003530,Newham,E09000025,480,29,36,12,20,104,46,7,13,1,21,31,85,75,
E01003531,Newham,E09000025,557,31,52,20,26,115,39,6,5,3,42,33,109,76,
E01003532,Newham,E09000025,569,37,54,12,37,91,59,8,6,5,19,31,128,82,
E01003533,Newham,E09000025,575,36,53,10,33,135,62,11,14,2,34,31,102,52,
E01003534,Newham,E09000025,632,33,64,11,31,154,57,9,12,5,50,40,95,71,
E01003535,Newham,E09000025,564,34,90,7,18,126,42,9,13,5,79,46,51,44,
E01003536,Newham,E09000025,623,30,63,12,28,163,31,24,19,9,67,38,69,70,
E01003537,Newham,E09000025,655,42,81,19,32,170,43,18,30,7,51,42,75,45,
E01003538,Newham,E09000025,657,50,94,11,23,140,24,38,15,8,78,49,61,66,
E01003539,Newham,E09000025,702,39,80,14,34,163,41,13,24,10,61,47,113,63,
E01003540,Newham,E09000025,603,33,89,12,16,120,33,12,19,15,72,45,86,51,
E01003541,Newham,E09000025,559,28,63,13,21,136,41,10,22,6,66,22,78,53,
E01003542,Newham,E09000025,666,44,102,11,38,168,38,11,15,3,73,64,60,39,
E01003543,Newham,E09000025,837,41,172,20,61,145,43,67,34,6,59,46,62,81,
E01003544,Newham,E09000025,621,32,101,9,35,104,29,38,31,1,42,56,49,94,
E01003545,Newham,E09000025,630,40,140,9,34,81,17,34,15,13,62,53,43,89,
E01003546,Newham,E09000025,577,31,86,4,31,96,32,31,16,0,67,59,63,61,
E01003547,Newham,E09000025,677,49,113,24,51,111,42,45,25,5,36,43,47,86,
E01003548,Newham,E09000025,816,87,151,20,63,103,35,37,22,5,48,46,70,129,
E01003549,Newham,E09000025,780,43,161,12,40,131,27,39,26,3,72,62,54,110,
E01003550,Newham,E09000025,606,38,114,12,40,116,29,33,14,2,46,51,59,52,
E01003551,Newham,E09000025,620,50,119,7,32,91,34,26,16,5,59,35,47,99,
E01003552,Newham,E09000025,531,39,98,14,27,94,24,26,13,4,37,35,50,70,
E01003553,Newham,E09000025,732,48,175,5,36,131,28,29,29,6,68,54,37,86,
E01003554,Newham,E09000025,681,52,148,17,40,64,36,55,18,3,26,36,56,130,
E01003555,Newham,E09000025,486,33,75,19,23,73,26,11,12,2,19,27,104,62,
E01003556,Newham,E09000025,655,33,168,6,24,145,22,23,19,1,68,37,61,48,
E01003557,Newham,E09000025,654,25,149,7,39,103,29,43,14,4,59,45,65,72,
E01003558,Newham,E09000025,549,28,100,11,23,117,26,33,15,4,46,19,59,68,
E01003559,Newham,E09000025,897,47,210,7,57,103,28,64,35,7,62,49,59,169,
E01003560,Newham,E09000025,445,28,33,13,22,93,49,8,13,1,29,23,78,55,
E01003561,Newham,E09000025,471,29,39,13,30,110,49,16,1,0,23,26,76,59,
E01003562,Newham,E09000025,595,30,59,28,38,123,56,11,12,1,21,36,92,88,
E01003563,Newham,E09000025,595,20,57,13,18,153,44,8,15,0,41,41,128,57,
E01003564,Newham,E09000025,656,27,67,15,29,159,46,13,19,2,42,34,114,89,
E01003565,Newham,E09000025,510,22,47,5,22,149,38,12,12,1,23,22,92,65,
E01003566,Newham,E09000025,537,46,63,9,27,148,24,7,11,2,27,25,90,58,
E01003567,Newham,E09000025,507,20,49,9,24,130,29,8,13,1,44,30,86,64,
E01003568,Newham,E09000025,618,33,67,19,17,106,54,9,4,0,30,38,127,114,
E01003569,Newham,E09000025,592,21,56,15,28,112,35,7,9,2,31,28,146,102,
E01003570,Newham,E09000025,540,20,90,9,32,133,51,8,8,2,27,31,73,56,
E01003571,Newham,E09000025,577,31,58,10,35,116,56,9,9,2,35,31,107,78,
E01003572,Newham,E09000025,453,20,54,9,14,90,48,14,8,4,27,29,83,53,
E01003573,Newham,E09000025,567,28,52,16,28,119,48,7,5,0,37,35,124,68,
E01003574,Newham,E09000025,775,71,127,20,29,163,50,16,13,1,45,53,107,80,
E01003575,Newham,E09000025,475,29,53,11,18,128,29,7,11,4,33,34,64,54,
E01003576,Newham,E09000025,632,57,146,8,26,142,35,7,17,2,68,47,44,33,
E01003577,Newham,E09000025,751,63,123,4,19,221,30,17,27,0,99,53,48,47,
E01003578,Newham,E09000025,599,24,89,5,24,186,29,21,17,0,63,21,61,59,
E01003579,Newham,E09000025,487,31,50,17,12,133,31,10,11,1,38,27,93,33,
E01003580,Newham,E09000025,613,42,95,13,23,168,29,11,14,3,75,45,50,45,
E01003581,Newham,E09000025,479,19,41,7,24,120,50,14,7,0,45,35,73,44,
E01003582,Newham,E09000025,451,29,48,12,21,107,27,3,8,7,54,43,55,37,
E01003583,Newham,E09000025,528,22,46,9,22,160,39,5,10,5,65,30,73,42,
E01003584,Newham,E09000025,608,47,84,23,43,109,48,35,7,2,40,47,58,65,
E01003585,Newham,E09000025,401,14,41,12,15,79,37,10,7,1,24,19,89,53,
E01003586,Newham,E09000025,529,20,63,14,33,110,47,17,17,2,37,22,72,75,
E01003587,Newham,E09000025,804,64,98,11,47,205,34,33,18,4,98,51,75,66,
E01003588,Newham,E09000025,422,22,41,13,18,99,39,8,13,0,21,25,72,51,
E01003589,Newham,E09000025,505,30,63,7,25,133,39,13,7,0,28,18,87,55,
E01003590,Newham,E09000025,573,52,119,2,26,94,29,19,11,3,107,33,39,39,
E01003591,Newham,E09000025,685,53,101,7,41,161,39,17,11,0,66,46,79,64,
E01003592,Newham,E09000025,640,45,134,17,33,103,37,29,12,2,54,36,70,68,
E01003593,Newham,E09000025,538,37,96,10,25,80,25,37,10,1,53,56,39,69,
E01003594,Newham,E09000025,575,25,95,7,31,110,39,27,10,2,46,49,52,82,
E01003595,Newham,E09000025,672,88,160,17,28,85,22,22,15,5,46,34,75,75,
E01003596,Newham,E09000025,544,48,85,10,22,113,28,29,27,1,38,34,56,53,
E01003597,Newham,E09000025,536,34,93,9,26,77,25,13,12,0,30,32,117,68,
E01003598,Newham,E09000025,644,38,135,9,27,111,33,14,11,4,94,42,53,73,
E01003599,Newham,E09000025,474,44,53,9,22,97,23,10,13,3,44,37,65,54,
E01003600,Newham,E09000025,599,48,127,9,38,85,33,39,7,4,54,35,58,62,
E01003601,Newham,E09000025,712,41,123,19,49,119,36,15,34,5,67,72,67,65,
E01003602,Newham,E09000025,628,27,102,6,25,132,29,13,12,4,45,48,82,103,
E01003603,Newham,E09000025,611,31,77,6,32,146,48,20,25,7,58,33,62,66,
E01003604,Newham,E09000025,753,45,114,13,34,154,37,26,33,9,92,57,59,80,
E01003605,Newham,E09000025,675,51,125,10,31,136,40,15,23,6,64,45,56,73,
E01003607,Newham,E09000025,608,21,99,9,31,100,35,22,56,4,61,41,64,65,
E01003608,Newham,E09000025,681,26,107,17,40,151,36,57,21,7,63,29,64,63,
E01003611,Newham,E09000025,709,56,152,11,24,121,35,15,32,7,123,58,38,37,
E01003615,Newham,E09000025,614,70,119,12,37,91,23,28,16,5,45,47,40,81,
E01003616,Newham,E09000025,687,47,142,11,39,103,44,38,22,6,48,55,42,90,
E01003618,Newham,E09000025,833,62,154,14,49,98,24,65,25,5,51,32,62,192,
E01003619,Newham,E09000025,1075,91,218,10,67,114,19,84,27,4,180,46,40,175,
E01003621,Newham,E09000025,450,20,35,15,19,119,46,16,13,1,28,20,65,53,
E01003622,Newham,E09000025,536,25,66,4,30,145,27,19,10,1,59,34,63,53,
E01003623,Newham,E09000025,483,25,46,9,16,124,41,9,10,5,47,44,59,48,
E01003624,Newham,E09000025,494,25,48,15,38,124,26,20,10,3,35,50,59,41,
E01003625,Newham,E09000025,486,23,58,6,16,119,35,20,14,1,35,25,84,50,
E01003626,Newham,E09000025,465,21,46,14,39,121,28,10,8,2,19,29,55,73,
E01003627,Newham,E09000025,459,30,65,12,23,100,46,12,8,2,17,22,62,60,
E01003628,Newham,E09000025,429,12,28,17,24,118,55,7,8,3,17,17,62,61,
E01003629,Newham,E09000025,502,22,51,15,27,130,32,13,6,1,34,16,102,53,
E01003630,Newham,E09000025,685,60,150,9,41,84,33,53,28,1,49,48,56,73,
E01003631,Newham,E09000025,699,36,153,17,55,75,27,51,17,3,62,52,51,100,
E01003632,Newham,E09000025,798,40,125,25,35,99,39,34,21,17,52,53,78,180,
E01003633,Newham,E09000025,687,50,153,8,23,98,24,24,28,12,81,68,45,73,
E01003634,Newham,E09000025,594,42,102,14,32,86,25,19,19,6,49,56,54,90,
E01003635,Newham,E09000025,599,36,98,27,35,73,38,33,13,0,23,42,57,124,
E01003636,Newham,E09000025,696,42,135,13,28,106,26,23,11,2,105,72,54,79,
E01003637,Newham,E09000025,590,41,89,13,39,74,30,29,15,3,36,29,85,107,
E01033579,Newham,E09000025,899,12,258,2,84,62,7,160,21,0,33,32,14,214,
E01033580,Newham,E09000025,588,11,130,6,69,99,15,60,20,4,20,11,26,117,
E01033581,Newham,E09000025,743,47,163,8,44,109,30,26,34,5,105,50,38,84,
E01033582,Newham,E09000025,598,14,150,4,57,88,7,80,21,2,38,21,29,87,
E01033584,Newham,E09000025,563,32,79,16,28,90,35,16,14,4,73,87,37,52,
E01033586,Newham,E09000025,893,35,274,9,52,105,22,126,16,3,61,48,30,112,
E01034199,Newham,E09000025,701,55,139,11,36,76,24,32,10,7,97,59,48,107,
E01034200,Newham,E09000025,719,12,225,5,80,60,10,98,7,0,24,16,23,159,
E01034201,Newham,E09000025,421,12,59,9,20,95,21,25,14,1,48,15,51,51,
E01034202,Newham,E09000025,496,36,69,11,38,93,19,22,12,4,42,21,69,60,
E01034203,Newham,E09000025,482,30,123,4,43,89,10,44,14,2,30,11,40,42,
E01034204,Newham,E09000025,559,26,63,13,35,146,38,8,18,1,39,24,84,64,
E01034205,Newham,E09000025,557,24,99,1,48,113,24,23,26,2,62,33,44,58,
E01034206,Newham,E09000025,674,3,174,19,47,110,17,89,19,2,72,23,26,73,
E01034207,Newham,E09000025,712,5,212,3,79,120,11,113,18,1,40,7,14,89,
E01034208,Newham,E09000025,672,63,132,9,40,97,26,13,26,7,79,63,49,68,
E01034209,Newham,E09000025,687,4,188,1,95,78,12,111,7,0,21,13,14,143,
E01034210,Newham,E09000025,710,42,197,7,70,84,9,78,14,1,25,28,21,134,
E01034211,Newham,E09000025,752,3,228,0,109,48,7,140,13,0,7,11,5,181,
E01034212,Newham,E09000025,1006,27,355,3,141,121,3,153,17,0,20,31,6,129,
E01034213,Newham,E09000025,653,3,96,2,73,146,10,97,24,1,60,16,23,102,
E01034214,Newham,E09000025,648,2,136,2,60,54,3,117,16,2,27,13,22,194,
E01034215,Newham,E09000025,645,4,136,0,53,59,7,127,17,1,56,11,18,156,
E01034216,Newham,E09000025,631,0,82,0,35,79,1,93,15,0,60,15,14,237,
E01034217,Newham,E09000025,665,3,147,2,63,60,2,108,20,2,42,12,14,190,
E01034218,Newham,E09000025,617,28,110,9,38,96,22,53,20,1,48,27,42,123,
E01034219,Newham,E09000025,668,4,158,2,58,81,3,136,11,0,50,12,17,136,
E01034220,Newham,E09000025,624,8,234,2,69,24,7,142,6,1,5,3,8,115,
E01034221,Newham,E09000025,639,21,170,6,30,59,14,69,15,3,56,32,22,142,
E01034222,Newham,E09000025,717,9,206,4,62,57,5,111,10,1,56,22,18,156,
E01034223,Newham,E09000025,720,13,251,3,55,55,6,127,14,0,43,20,13,120,
E01034224,Newham,E09000025,606,32,110,6,62,86,27,29,24,3,81,38,44,64,
E01034225,Newham,E09000025,638,25,161,0,56,94,18,59,11,5,69,45,22,73,
E01034226,Newham,E09000025,611,5,179,1,65,86,9,74,17,0,47,10,21,97,
E01034227,Newham,E09000025,628,1,197,0,42,139,2,52,27,1,107,13,24,23,
E01034228,Newham,E09000025,631,4,160,2,88,97,10,123,16,0,12,6,11,102,
E01034229,Newham,E09000025,618,6,163,5,64,78,14,98,13,5,37,32,18,85,
E01034230,Newham,E09000025,674,2,228,2,109,50,0,168,4,0,5,5,4,97,
E01034231,Newham,E09000025,657,1,189,5,103,92,3,128,13,0,11,10,15,87,
E01003638,Redbridge,E09000026,663,109,77,38,49,157,64,10,9,3,19,36,53,39,
E01003639,Redbridge,E09000026,791,103,103,42,43,202,52,19,22,3,53,39,70,40,
E01003640,Redbridge,E09000026,622,51,75,40,47,168,61,15,4,3,37,24,60,37,
E01003641,Redbridge,E09000026,610,39,39,26,48,123,146,6,13,3,31,41,61,34,
E01003642,Redbridge,E09000026,559,43,55,24,27,125,72,15,15,8,35,45,52,43,
E01003643,Redbridge,E09000026,700,103,52,40,41,194,69,7,6,4,29,35,71,49,
E01003644,Redbridge,E09000026,502,43,37,44,31,128,63,8,6,1,23,36,52,30,
E01003645,Redbridge,E09000026,892,39,119,28,68,305,60,43,21,2,58,45,58,46,
E01003646,Redbridge,E09000026,599,68,74,34,40,129,63,15,9,0,21,27,58,61,
E01003647,Redbridge,E09000026,635,38,60,29,54,161,67,10,7,0,42,43,62,62,
E01003648,Redbridge,E09000026,517,88,26,54,47,98,68,8,8,3,19,23,48,27,
E01003649,Redbridge,E09000026,513,52,29,42,42,128,72,6,2,3,28,21,49,39,
E01003650,Redbridge,E09000026,597,72,59,42,33,143,72,5,6,3,36,42,46,38,
E01003651,Redbridge,E09000026,470,72,25,47,32,101,65,1,2,0,14,19,43,49,
E01003652,Redbridge,E09000026,482,41,35,26,43,128,65,3,6,4,20,17,59,35,
E01003653,Redbridge,E09000026,723,40,147,20,39,149,58,14,9,2,95,25,82,43,
E01003654,Redbridge,E09000026,598,52,65,32,43,114,57,31,38,4,44,44,39,35,
E01003655,Redbridge,E09000026,634,69,90,47,66,115,42,63,20,4,19,28,26,45,
E01003656,Redbridge,E09000026,653,89,157,26,28,100,45,32,21,2,52,46,35,20,
E01003657,Redbridge,E09000026,890,104,173,84,61,140,63,43,28,3,54,52,44,41,
E01003658,Redbridge,E09000026,687,88,126,27,53,90,36,29,30,4,70,52,30,52,
E01003659,Redbridge,E09000026,629,53,71,29,50,141,53,35,40,5,50,38,32,32,
E01003660,Redbridge,E09000026,669,61,89,58,65,162,47,29,32,5,23,32,29,37,
E01003661,Redbridge,E09000026,702,64,89,30,39,186,60,10,20,5,59,35,56,49,
E01003662,Redbridge,E09000026,763,50,166,13,59,177,45,24,21,6,54,36,54,58,
E01003663,Redbridge,E09000026,637,123,46,47,38,165,47,4,12,5,30,35,56,29,
E01003664,Redbridge,E09000026,564,42,53,33,26,178,54,11,17,6,35,27,47,35,
E01003665,Redbridge,E09000026,513,47,34,32,23,143,63,6,8,4,23,32,53,45,
E01003666,Redbridge,E09000026,1068,56,239,6,68,254,41,26,34,9,182,54,51,48,
E01003668,Redbridge,E09000026,799,102,197,46,95,104,33,55,23,0,34,23,22,65,
E01003669,Redbridge,E09000026,620,49,117,55,59,139,41,32,19,4,35,24,17,29,
E01003670,Redbridge,E09000026,581,62,76,59,50,122,51,22,22,3,32,34,25,23,
E01003671,Redbridge,E09000026,551,61,31,52,69,168,53,13,20,5,14,22,24,19,
E01003672,Redbridge,E09000026,752,100,175,31,53,121,18,63,29,1,58,34,27,42,
E01003673,Redbridge,E09000026,802,73,165,39,73,162,34,57,52,5,33,30,31,48,
E01003674,Redbridge,E09000026,1077,99,261,26,84,197,51,103,30,5,77,24,30,90,
E01003675,Redbridge,E09000026,502,35,47,39,35,101,62,11,4,0,24,19,68,57,
E01003676,Redbridge,E09000026,523,38,42,33,22,124,65,6,4,3,28,18,81,59,
E01003677,Redbridge,E09000026,521,45,41,54,22,127,88,6,3,4,14,27,52,38,
E01003678,Redbridge,E09000026,475,22,24,54,30,116,80,3,10,3,23,29,47,34,
E01003679,Redbridge,E09000026,501,33,24,34,33,136,85,7,4,4,17,30,61,33,
E01003680,Redbridge,E09000026,480,38,18,44,32,123,79,2,6,1,18,30,57,32,
E01003681,Redbridge,E09000026,681,107,59,47,30,127,81,7,10,2,75,27,53,56,
E01003682,Redbridge,E09000026,509,31,23,32,45,140,84,3,4,3,15,25,63,41,
E01003683,Redbridge,E09000026,570,34,32,22,15,161,51,7,19,5,41,27,90,66,
E01003684,Redbridge,E09000026,501,30,51,12,16,134,66,3,16,2,33,32,65,41,
E01003685,Redbridge,E09000026,540,25,75,12,19,129,68,3,4,2,29,33,74,67,
E01003686,Redbridge,E09000026,578,40,82,23,26,116,64,6,8,3,37,34,96,43,
E01003688,Redbridge,E09000026,523,21,64,22,28,105,36,6,8,0,66,30,89,48,
E01003689,Redbridge,E09000026,725,76,105,19,70,188,43,12,6,4,35,22,70,75,
E01003690,Redbridge,E09000026,741,61,127,25,66,180,48,32,22,1,42,28,46,63,
E01003691,Redbridge,E09000026,461,33,36,19,18,104,52,6,3,2,27,56,57,48,
E01003692,Redbridge,E09000026,481,36,42,30,30,126,43,11,9,2,23,26,58,45,
E01003693,Redbridge,E09000026,444,22,32,32,23,95,57,6,4,1,12,30,84,46,
E01003694,Redbridge,E09000026,444,57,33,35,23,83,65,1,2,1,23,22,52,47,
E01003695,Redbridge,E09000026,489,34,84,21,41,101,39,18,4,2,29,23,50,43,
E01003696,Redbridge,E09000026,522,54,53,36,23,111,62,3,3,3,24,25,53,72,
E01003697,Redbridge,E09000026,509,34,61,26,32,127,45,10,7,5,19,20,64,59,
E01003698,Redbridge,E09000026,522,51,56,36,48,122,50,16,18,4,28,27,39,27,
E01003699,Redbridge,E09000026,588,89,81,30,51,105,41,20,24,6,34,18,43,46,
E01003700,Redbridge,E09000026,876,109,116,50,61,192,83,17,15,5,41,57,76,54,
E01003701,Redbridge,E09000026,685,62,89,38,35,163,60,20,9,6,49,37,70,47,
E01003702,Redbridge,E09000026,922,104,170,32,78,192,48,64,19,3,68,41,48,55,
E01003703,Redbridge,E09000026,975,84,151,69,83,168,92,25,23,10,99,58,59,54,
E01003704,Redbridge,E09000026,686,84,95,28,45,145,45,13,17,4,51,39,84,36,
E01003705,Redbridge,E09000026,818,65,104,47,68,210,72,18,14,3,60,38,59,60,
E01003706,Redbridge,E09000026,619,68,86,47,41,133,52,15,14,0,67,35,39,22,
E01003707,Redbridge,E09000026,495,43,43,42,33,113,73,5,8,7,28,27,37,36,
E01003708,Redbridge,E09000026,746,56,172,14,39,161,40,19,14,1,79,58,59,34,
E01003709,Redbridge,E09000026,572,61,44,58,41,143,62,9,14,5,25,31,51,28,
E01003710,Redbridge,E09000026,497,83,44,36,31,81,67,5,6,2,12,28,60,42,
E01003711,Redbridge,E09000026,626,76,72,51,38,151,54,7,8,4,44,50,38,33,
E01003712,Redbridge,E09000026,539,88,72,19,17,80,42,15,15,3,49,72,46,21,
E01003713,Redbridge,E09000026,492,31,42,27,32,109,44,5,6,2,20,27,91,56,
E01003714,Redbridge,E09000026,683,44,70,11,31,203,68,11,14,3,32,35,103,58,
E01003715,Redbridge,E09000026,626,33,71,11,29,134,64,9,11,2,33,34,92,103,
E01003716,Redbridge,E09000026,594,65,113,29,37,112,53,10,6,2,24,31,60,52,
E01003718,Redbridge,E09000026,658,26,100,12,53,210,41,20,12,1,69,24,48,42,
E01003719,Redbridge,E09000026,718,43,98,18,42,177,55,9,17,18,63,22,91,65,
E01003720,Redbridge,E09000026,791,133,140,44,45,114,51,21,16,10,60,62,47,48,
E01003721,Redbridge,E09000026,656,80,101,39,35,121,39,12,17,6,84,33,52,37,
E01003722,Redbridge,E09000026,818,63,127,32,57,177,57,23,36,10,69,54,69,44,
E01003723,Redbridge,E09000026,720,75,119,35,51,119,47,19,28,16,65,58,50,38,
E01003724,Redbridge,E09000026,505,41,51,37,38,117,46,16,15,0,29,49,42,24,
E01003725,Redbridge,E09000026,677,57,109,30,41,117,40,24,16,12,93,57,39,42,
E01003726,Redbridge,E09000026,948,45,203,14,73,212,42,70,48,10,74,59,53,45,
E01003727,Redbridge,E09000026,646,64,101,27,43,108,46,22,18,12,60,58,51,36,
E01003729,Redbridge,E09000026,495,43,58,11,26,130,35,7,7,1,33,28,64,52,
E01003730,Redbridge,E09000026,455,13,35,11,26,130,48,5,9,2,33,22,73,48,
E01003731,Redbridge,E09000026,426,30,63,8,20,100,37,5,10,0,37,27,48,41,
E01003732,Redbridge,E09000026,628,14,130,5,25,153,26,24,26,4,112,37,33,39,
E01003733,Redbridge,E09000026,488,22,46,6,24,128,51,9,9,6,40,26,70,51,
E01003734,Redbridge,E09000026,499,32,61,18,19,117,44,3,11,4,38,24,85,43,
E01003735,Redbridge,E09000026,710,88,93,5,28,127,32,8,15,3,107,74,68,62,
E01003736,Redbridge,E09000026,490,16,35,5,19,129,41,7,14,1,42,33,110,38,
E01003737,Redbridge,E09000026,665,63,51,53,37,135,66,5,6,1,40,21,134,53,
E01003738,Redbridge,E09000026,651,53,44,34,30,169,76,0,12,3,32,45,91,62,
E01003739,Redbridge,E09000026,679,63,69,23,28,184,74,12,9,8,42,33,85,49,
E01003740,Redbridge,E09000026,618,49,53,25,41,144,61,7,7,8,27,32,87,77,
E01003741,Redbridge,E09000026,665,96,67,40,49,139,52,13,10,4,72,34,61,28,
E01003742,Redbridge,E09000026,633,35,57,13,32,183,55,6,11,1,34,32,103,71,
E01003743,Redbridge,E09000026,516,36,39,30,18,126,50,3,8,0,39,33,78,56,
E01003744,Redbridge,E09000026,618,108,88,85,55,117,47,24,13,3,20,23,15,20,
E01003745,Redbridge,E09000026,480,40,29,74,58,124,65,7,11,0,14,11,29,18,
E01003746,Redbridge,E09000026,675,123,83,100,66,126,34,30,16,5,22,24,20,26,
E01003747,Redbridge,E09000026,482,65,23,53,57,143,52,9,4,2,8,25,18,23,
E01003748,Redbridge,E09000026,618,71,63,93,86,138,45,33,13,1,17,19,20,19,
E01003749,Redbridge,E09000026,687,83,85,51,59,114,54,45,22,2,57,24,37,54,
E01003750,Redbridge,E09000026,876,196,127,54,69,131,37,52,25,4,42,30,17,92,
E01003751,Redbridge,E09000026,673,44,82,31,37,156,72,10,10,3,43,27,102,56,
E01003752,Redbridge,E09000026,833,44,95,48,86,222,76,14,7,3,31,44,97,66,
E01003753,Redbridge,E09000026,629,50,73,23,39,187,70,9,18,1,38,25,54,42,
E01003754,Redbridge,E09000026,549,75,53,38,31,99,67,7,1,0,27,40,61,50,
E01003755,Redbridge,E09000026,655,30,47,26,34,205,100,8,8,2,43,35,80,37,
E01003756,Redbridge,E09000026,754,51,100,27,35,189,75,9,10,5,70,40,84,59,
E01003757,Redbridge,E09000026,641,41,105,21,32,144,59,7,15,1,49,32,86,49,
E01003759,Redbridge,E09000026,560,61,43,55,54,158,61,19,19,7,11,14,28,30,
E01003760,Redbridge,E09000026,673,45,86,40,58,138,53,40,21,2,53,41,50,46,
E01003761,Redbridge,E09000026,674,47,145,5,40,128,39,13,18,6,129,53,29,22,
E01003762,Redbridge,E09000026,649,64,92,37,66,152,40,38,28,4,39,34,23,32,
E01003763,Redbridge,E09000026,656,73,47,57,42,162,63,10,23,8,34,37,54,46,
E01003764,Redbridge,E09000026,855,82,156,28,78,167,32,70,48,4,60,39,28,63,
E01003765,Redbridge,E09000026,743,43,136,35,62,171,43,61,23,4,53,28,27,57,
E01003766,Redbridge,E09000026,618,41,62,17,30,183,64,9,21,2,27,29,72,61,
E01003767,Redbridge,E09000026,665,54,66,12,30,161,36,12,24,3,80,38,80,69,
E01003768,Redbridge,E09000026,653,47,139,20,32,124,50,18,26,0,58,22,71,46,
E01003769,Redbridge,E09000026,585,25,103,17,36,149,31,17,14,0,52,22,56,63,
E01003770,Redbridge,E09000026,873,34,171,23,40,241,74,10,17,1,64,40,104,54,
E01003771,Redbridge,E09000026,526,34,59,16,28,121,57,9,12,3,43,34,58,52,
E01003772,Redbridge,E09000026,522,30,48,28,31,140,58,5,10,3,29,40,57,43,
E01003773,Redbridge,E09000026,557,46,52,27,48,163,41,9,11,3,30,24,60,43,
E01003774,Redbridge,E09000026,854,107,178,38,56,178,29,94,35,4,43,40,14,38,
E01003775,Redbridge,E09000026,645,75,97,65,50,104,41,40,16,0,33,28,43,53,
E01003776,Redbridge,E09000026,897,247,195,38,72,81,17,74,14,4,49,36,25,45,
E01003777,Redbridge,E09000026,845,103,209,23,97,108,29,115,27,0,25,28,22,59,
E01003778,Redbridge,E09000026,901,133,184,41,90,140,31,117,25,4,32,18,20,66,
E01003779,Redbridge,E09000026,718,142,110,41,108,118,32,47,22,5,38,16,8,31,
E01003780,Redbridge,E09000026,512,43,20,70,53,130,74,7,8,1,13,24,31,38,
E01003781,Redbridge,E09000026,655,28,122,16,69,164,35,19,9,6,55,33,50,49,
E01003782,Redbridge,E09000026,485,27,52,13,22,148,48,8,9,2,41,16,62,37,
E01003783,Redbridge,E09000026,883,86,157,18,56,208,39,22,27,1,94,35,65,75,
E01003784,Redbridge,E09000026,583,25,74,31,46,133,54,11,8,2,35,27,76,61,
E01003785,Redbridge,E09000026,672,32,134,14,63,150,33,20,13,1,55,19,75,63,
E01003786,Redbridge,E09000026,460,22,40,23,23,135,57,6,11,3,21,31,49,39,
E01003787,Redbridge,E09000026,485,39,72,19,28,124,48,11,5,2,23,18,58,38,
E01003788,Redbridge,E09000026,631,32,130,13,50,166,29,24,19,0,62,29,40,37,
E01003789,Redbridge,E09000026,590,73,97,48,47,103,39,74,10,2,25,18,21,33,
E01003790,Redbridge,E09000026,548,65,71,41,51,124,38,21,31,2,24,32,28,20,
E01003791,Redbridge,E09000026,543,60,43,67,54,114,51,21,27,4,18,27,29,28,
E01003792,Redbridge,E09000026,499,42,59,34,53,126,54,15,21,8,18,18,20,31,
E01003793,Redbridge,E09000026,730,122,170,21,56,98,33,52,36,6,64,31,12,29,
E01003794,Redbridge,E09000026,581,100,52,43,40,157,39,18,18,1,28,34,23,28,
E01003795,Redbridge,E09000026,431,42,32,55,45,123,36,16,15,0,12,18,18,19,
E01003796,Redbridge,E09000026,604,66,76,53,51,140,51,28,14,4,28,37,19,37,
E01032581,Redbridge,E09000026,739,65,173,12,46,145,36,24,29,5,86,36,41,41,
